timestamp,data
2026-05-19T17:06:12.018802,Carrier ID: 14
2026-05-19T17:06:19.672734,Carrier ID: 15
2026-05-19T17:06:25.864836,Carrier ID: 14
2026-05-19T17:06:32.413741,Carrier ID: 1
2026-05-19T17:06:36.679137,Carrier ID: 9
